priority_rank,security_id,ticker,exchange,company_name,instrument_type,selection_status,priority_tier,index_importance_signal,market_importance_signal,exchange_signal,history_signal,identity_signal,known_provider_evidence,duplicate_identity_status,selection_reason
2485,,VLH12502,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2486,,TPB12413,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2487,,BID12504,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2488,,BGG12104,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2489,,TNR32105,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2490,,GFV12101,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2491,,TPB12442,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2492,,HDB12604,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2493,,BAB12506,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2494,,ACB12415,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2495,,ATI12401,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2496,,MBB12508,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2497,,VJC12404,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2498,,VIF12501,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2499,,TPB12319,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2500,,WTO12108,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2501,,LPB12514,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2502,,ACB12414,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2503,,TNQ32505,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2504,,TBA12301,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2505,,LLP12301,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2506,,SSA12105,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2507,,TPB12318,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2508,,VKT12101,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2509,,VBA12127,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2510,,OCB12529,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2511,,CTG12413,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2512,,MBB12506,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2513,,UNT12102,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2514,,ABB12515,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2515,,LPB12408,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2516,,VHM12614,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2517,,ABB12513,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2518,,BID12427,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2519,,CTG12336,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2520,,BID12421,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2521,,MBB12610,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2522,,TVR32502,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2523,,BID12525,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2524,,SHB12502,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2525,,ACB12412,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2526,,LPB12512,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2527,,TPB12336,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2528,,BNC12601,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2529,,DQM12501,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2530,,MBB12105,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2531,,TPB12406,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2532,,BID12131,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2533,,BID12438,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2534,,LPB12604,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2535,,TPB12501,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2536,,PDA12602,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2537,,BID12412,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2538,,VHM12604,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2539,,IPD12201,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2540,,MBB12501,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2541,,BID12543,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2542,,MBB12411,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2543,,TPB12605,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2544,,CTG12416,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2545,,BAB12409,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2546,,BID12417,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2547,,ACB12513,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2548,,BID12541,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2549,,GD112101,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2550,,CTG12414,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2551,,CRB12501,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2552,,ABB12508,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2553,,OCB12515,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2554,,IPA12403,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2555,,TPB12437,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2556,,TNF32103,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2557,,BID12550,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2558,,CTG12412,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2559,,CDC12101,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2560,,CPL12304,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2561,,BID12613,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2562,,HDB12202,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2563,,BID12607,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2564,,HDB12426,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2565,,VPI12402,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2566,,OCB12521,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2567,,OCB12429,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2568,,HDB12605,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2569,,ACB12406,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2570,,BID12547,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2571,,BID12532,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2572,,TGI12403,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2573,,TCX12505,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2574,,BID12425,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2575,,WTO12106,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2576,,MSB12510,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2577,,NVL42203,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2578,,OCB12605,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2579,,VIC12508,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2580,,VCBL12609,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
2581,,TCB12601,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
